trader_id,pnl,risk_tol
1248,2229.64,0.82
1249,2326.55,0.80
1250,6067.85,0.73
1251,1746.89,0.15
1252,9301.24,0.92
1253,5287.20,0.39
1254,2908.71,0.77
1255,3569.06,0.72
1256,4814.43,0.23
1257,7541.73,0.75
1258,2603.41,0.45
1259,5655.09,0.85
1260,7307.25,0.46
1261,8810.57,0.38
1262,4454.77,0.33
1263,3956.94,0.45
1264,9132.85,0.70
1265,2864.83,0.84
1266,8713.89,0.68
1267,1682.48,0.77
1268,1777.11,0.72
1269,8361.53,0.78
1270,6948.14,0.12
1271,9380.32,0.76
1272,4047.50,0.34
1273,3121.57,0.77
1274,9327.99,0.53
1275,9174.92,1.00
1276,8273.70,0.49
1277,2473.38,0.31
1278,3001.49,0.86
1279,6976.49,0.84
1280,2335.88,0.17
1281,3682.71,0.96
1282,7315.88,0.97
1283,8285.36,0.78
1284,9511.96,0.76
1285,2273.43,0.48
1286,8568.88,0.85
1287,1502.08,0.32
1288,9300.60,0.28
1289,9395.44,0.16
1290,3105.80,0.24
1291,2717.86,0.95
1292,9477.00,0.77
1293,1073.11,0.56
1294,5517.46,0.32
1295,2044.01,0.18
1296,1387.59,0.90
1297,3796.58,0.97
1298,6507.58,0.60
1299,6535.26,0.45
1300,7862.28,0.31
1301,6629.89,0.39
1302,3146.70,0.55
1303,1850.42,0.48
1304,3175.64,0.69
1305,9783.81,0.29
1306,3011.60,0.92
1307,5809.54,0.48
1308,7018.81,0.20
1309,1580.15,0.60
1310,6539.42,0.79
1311,8666.57,0.52
1312,4898.04,0.23
1313,4958.19,0.91
1314,8962.12,0.23
1315,5168.89,0.96
1316,3445.75,0.53
1317,1294.41,0.37
1318,1857.77,0.99
1319,2313.89,0.38
1320,7957.64,0.22
1321,6490.22,0.15
1322,1274.69,0.66
1323,4305.21,0.83
1324,3234.03,0.37
1325,7371.75,0.44
1326,3538.02,0.42
1327,3996.29,0.59
1328,7201.55,0.27
1329,8457.65,0.75
1330,8291.91,0.87
1331,1790.84,0.82
1332,3663.97,0.52
1333,7480.63,0.61
1334,6487.67,0.15
1335,2818.23,0.13
1336,1081.79,0.18
1337,2991.98,0.44
1338,7742.45,0.59
1339,6816.90,0.52
1340,4035.71,0.77
1341,6792.92,0.41
1342,6261.39,0.69
1343,6620.63,0.62
1344,3251.64,0.20
1345,7131.15,0.26
1346,6498.33,0.29
1347,9253.80,0.33
1348,3485.94,0.75
1349,8999.09,0.79
1350,8369.20,0.55
1351,3566.80,0.50
1352,8652.67,0.65
1353,5748.71,0.65
1354,3213.80,0.95
1355,7767.09,0.49
1356,2137.26,0.79
1357,9234.01,0.69
1358,5566.84,0.18
1359,8471.16,0.73
1360,1358.16,0.48
1361,9100.37,0.37
1362,4277.82,0.33
1363,5674.84,0.21
1364,1979.99,0.29
1365,3632.76,0.77
1366,1306.39,0.90
1367,2327.68,0.58
1368,2781.57,0.43
1369,4175.98,0.35
1370,1106.75,0.37
1371,8966.18,0.96
1372,3347.45,0.60
1373,5765.07,0.62
1374,1680.61,0.26
1375,8994.21,0.34
1376,2838.91,0.27
1377,1714.95,0.44
1378,2924.42,0.94
1379,1509.67,0.88
1380,5695.26,0.65
1381,4211.21,0.83
1382,4537.80,0.80
1383,9288.72,0.87
1384,4492.11,0.45
1385,6883.17,0.55
1386,5120.06,0.94
1387,4442.69,0.81
1388,8328.47,0.37
1389,2380.58,0.76
1390,6239.69,0.34
1391,7111.20,0.23
1392,4380.45,0.12
1393,3619.22,0.69
1394,2981.32,0.15
1395,9750.04,0.39
1396,3583.96,0.61
1397,2347.38,0.87
1398,3666.09,0.92
1399,2480.16,0.44
1400,3295.34,0.38
1401,3631.32,0.10
1402,8462.00,0.68
1403,6174.14,0.15
1404,7140.47,0.60
1405,4507.94,0.29
1406,9190.48,0.24
1407,7822.94,0.56
1408,7879.41,0.21
1409,9502.97,0.47
1410,8471.63,0.36
1411,7535.27,0.91
1412,6545.45,0.68
1413,7820.24,0.31
1414,8824.88,0.79
1415,5305.52,0.88
1416,2156.62,0.18
1417,6954.42,0.61
1418,1367.96,0.26
1419,3180.73,0.96
1420,3398.35,0.57
1421,6874.83,0.10
1422,2229.67,0.26
1423,1862.51,0.80
1424,2209.25,0.82
1425,4585.05,0.72
1426,9712.42,0.63
1427,3205.50,0.91
1428,8652.51,0.34
1429,5519.76,0.52
1430,2074.29,0.93
1431,9468.81,0.61
1432,7393.44,0.26
1433,9733.05,0.15
1434,7380.16,0.12
1435,3583.25,0.26
1436,7879.14,0.49
1437,4082.62,0.81
1438,8298.09,0.32
1439,7479.40,0.58
1440,1191.53,0.73
1441,8288.14,0.81
1442,6513.32,0.13
1443,6530.22,0.60
1444,8599.33,0.35
1445,6945.96,0.73
1446,7450.01,0.81
1447,6587.28,0.56
1448,6524.06,0.70
1449,1000.33,0.28
1450,6126.44,0.32
1451,4578.56,0.70
1452,1389.82,0.81
1453,2716.15,0.53
1454,1400.13,0.21
1455,7633.94,0.16
1456,4071.71,0.75
1457,9907.71,0.31
1458,4979.54,0.41
1459,8038.37,0.74
1460,5708.06,0.12
1461,4303.27,0.40
1462,5995.31,0.98
1463,2249.21,0.57
1464,5819.40,0.51
1465,1135.71,0.55
1466,2708.84,0.46
1467,2959.27,0.41
1468,5681.13,0.13
1469,7170.26,0.73
1470,2760.67,0.41
1471,3998.08,0.36
1472,8658.56,0.95
1473,2898.25,0.94
1474,7516.09,0.84
1475,6640.83,0.24
1476,6420.28,0.75
1477,1907.83,0.54
1478,2401.98,0.98
1479,4007.95,0.83
1480,6935.71,0.42
1481,4857.44,0.20
1482,4583.97,0.92
1483,8403.01,0.49
1484,2615.69,0.43
1485,3635.09,0.60
1486,3603.91,0.21
1487,7616.61,0.52
1488,3089.61,0.30
1489,3647.43,0.42
1490,1785.41,0.85
1491,3364.22,0.70
1492,5404.98,0.58
1493,4091.50,0.24
1494,9903.75,0.36
1495,4484.29,0.76
1496,8864.64,0.74
1497,5031.75,0.15
1498,6452.88,0.71
1499,8594.63,0.35
1500,7916.98,0.21
1501,9953.04,0.26
1502,1049.71,0.11
1503,8451.09,0.12
1504,8475.55,0.88
1505,4698.49,0.35
1506,2534.80,0.33
1507,2667.97,0.10
1508,1201.04,0.90
1509,6183.53,0.46
1510,7615.27,0.22
1511,3361.15,0.93
1512,5320.94,0.63
1513,1102.34,0.50
1514,4230.56,0.32
1515,1777.96,0.51
1516,8555.26,0.38
1517,3380.97,0.54
1518,2500.59,0.94
1519,3738.94,0.70
1520,6818.22,0.74
1521,3472.21,0.20
1522,9691.85,0.20
1523,3811.32,0.40
1524,2847.87,0.32
1525,8727.55,0.10
1526,2777.88,0.68
1527,3452.38,0.68
1528,5875.59,0.15
1529,7216.41,0.20
1530,5840.66,0.68
1531,4601.84,0.66
1532,6549.27,0.23
1533,8850.37,0.88
1534,3817.04,0.93
1535,2516.81,0.24
1536,8569.78,0.42
1537,4011.84,0.82
1538,4122.75,0.62
1539,9841.96,0.26
1540,8841.61,0.48
1541,5709.96,0.40
1542,9732.26,0.12
1543,9371.19,0.50
1544,4064.58,0.95
1545,1184.20,0.50
1546,5773.07,0.94
1547,7973.17,0.15
1548,1146.03,0.96
1549,2205.40,0.41
1550,7677.35,0.84
1551,4624.13,0.11
1552,5032.30,0.87
1553,2672.03,0.11
1554,6665.22,0.17
1555,7165.12,0.36
1556,8589.62,0.64
1557,7887.06,0.75
1558,7987.13,0.92
1559,1306.93,0.34
1560,3895.35,0.36
1561,3032.94,0.49
1562,3283.32,0.39
1563,1197.24,0.95
1564,6872.98,0.75
1565,1921.78,0.26
1566,4102.52,0.23
1567,9145.38,0.24
1568,6437.48,0.99
1569,6209.66,0.91
1570,7394.32,0.80
1571,8937.41,0.90
1572,3315.63,0.34
1573,6850.09,0.60
1574,4138.86,0.27
1575,1037.89,0.81
1576,4564.18,0.13
1577,8819.45,0.59
1578,5250.32,0.87
1579,7851.31,0.69
1580,4657.45,0.64
1581,3199.00,0.36
1582,5221.33,0.83
1583,6547.08,0.63
1584,7397.79,0.92
1585,2949.97,0.74
1586,7130.00,0.44
1587,9232.81,0.48
1588,8423.36,0.69
1589,1358.57,0.22
1590,6185.53,0.44
1591,2266.43,0.13
1592,1760.44,0.66
1593,5444.47,0.86
1594,9680.47,0.50
1595,3253.18,0.25
1596,5298.25,0.66
1597,4925.90,0.61
1598,1707.87,0.57
1599,7914.21,0.21
1600,8702.52,0.45
1601,6247.18,0.28
1602,3074.93,0.15
1603,1962.56,0.52
1604,4491.14,0.59
1605,6914.47,0.20
1606,9958.93,0.51
1607,8811.61,0.15
1608,4045.33,0.72
1609,8274.49,0.45
1610,1567.32,0.56
1611,9252.91,0.48
1612,9587.51,0.57
1613,8837.47,0.81
1614,3557.24,0.96
1615,9016.43,0.94
1616,9312.44,0.45
1617,1983.18,0.42
1618,3563.98,0.40
1619,2179.94,0.63
1620,2776.61,0.80
1621,9289.91,0.33
1622,3690.97,0.80
1623,7771.13,0.43
1624,5033.70,0.50
1625,8220.58,0.81
1626,6843.31,0.12
1627,4414.83,0.58
1628,1415.06,0.27
1629,2670.25,0.77
1630,7511.93,0.77
1631,7473.59,0.72
1632,3679.85,0.93
1633,5925.87,0.80
1634,8321.17,0.34
1635,7161.24,0.43
1636,9951.36,0.44
1637,1023.13,0.60
1638,4108.91,0.36
1639,4295.44,0.32
1640,7612.08,0.14
1641,5129.15,0.21
1642,8206.37,0.70
1643,7400.95,0.42
1644,4043.77,0.89
1645,5618.40,0.10
1646,6664.31,0.73
1647,6086.07,0.38
1648,7915.14,0.72
1649,7455.27,0.12
1650,3612.94,0.27
1651,3086.19,0.62
1652,9197.39,0.68
1653,4095.79,0.91
1654,2973.65,0.77
1655,9009.03,0.92
1656,2337.90,0.40
1657,4753.68,0.54
1658,2545.02,0.39
1659,5108.24,0.62
1660,9191.32,0.97
1661,7381.01,0.55
1662,2027.58,0.34
1663,6555.47,0.11
1664,2920.30,0.54
1665,2123.95,0.56
1666,5391.86,0.80
1667,9833.87,0.55
1668,4963.00,0.64
1669,9671.79,0.56
1670,6411.89,0.16
1671,1318.15,0.16
1672,1169.56,0.88
1673,7075.79,0.25
1674,8842.68,0.25
1675,8853.58,0.19
1676,5555.78,0.78
1677,2609.56,0.89
1678,7799.16,0.86
1679,6015.92,0.61
1680,7950.22,0.56
1681,7616.20,0.30
1682,1086.04,0.42
1683,2879.16,0.45
1684,9809.15,0.69
1685,1469.50,0.39
1686,5791.34,0.55
1687,2043.02,0.73
1688,9407.61,0.17
1689,3227.50,0.62
1690,1141.63,0.44
1691,5114.13,0.30
1692,8282.81,0.20
1693,1322.86,0.43
1694,4062.53,0.89
1695,4146.99,0.36
1696,3132.28,0.46
1697,6410.11,0.91
1698,9158.65,0.51
1699,8527.70,0.17
1700,5978.88,0.82
1701,6654.30,0.50
1702,3370.60,0.17
1703,1514.93,0.18
1704,3858.96,0.16
1705,9858.44,0.82
1706,2371.37,0.29
1707,3646.62,0.46
1708,7363.35,0.89
1709,3953.38,0.96
1710,3863.30,0.53
1711,5032.42,0.77
1712,5755.63,0.39
1713,8390.16,0.43
1714,1686.79,0.77
1715,8593.56,0.94
1716,1786.68,0.68
1717,7756.69,0.18
1718,8577.55,0.31
1719,9691.05,0.81
1720,9819.89,0.61
1721,5206.64,0.22
1722,8037.35,0.58
1723,8620.30,0.76
1724,7910.60,0.28
1725,3115.72,0.45
1726,9819.66,0.29
1727,4374.97,0.61
1728,7771.97,0.39
1729,4155.88,0.16
1730,1771.68,0.80
1731,3901.91,0.82
1732,1656.83,0.56
1733,2723.84,0.18
1734,1727.30,0.17
1735,2437.53,0.19
1736,1253.34,0.52
1737,4018.25,0.66
1738,2657.90,0.26
1739,8752.08,0.37
1740,3247.56,0.68
1741,6390.39,0.54
1742,3677.25,0.95
1743,7325.42,0.87
1744,7104.36,0.48
1745,4327.72,0.43
1746,1771.48,0.78
1747,9096.56,0.39
1748,2373.03,0.18
1749,6340.27,0.35
1750,7365.20,0.87
1751,6726.28,0.79
1752,9173.72,0.63
1753,4831.21,0.76
1754,5658.83,0.79
1755,6264.53,0.47
1756,3079.48,0.52
1757,8238.63,0.87
1758,4259.21,0.22
1759,3680.26,0.38
1760,9606.95,0.69
1761,3764.75,0.62
1762,6995.19,0.57
1763,2574.36,0.11
1764,9909.49,0.36
1765,7762.31,0.75
1766,6862.47,0.55
1767,5692.42,0.35
1768,6639.09,0.63
1769,8545.86,0.54
1770,4846.10,0.50
1771,4410.06,0.27
1772,3967.18,0.16
1773,3374.49,0.60
1774,6866.50,0.67
1775,7181.81,0.18
1776,8008.66,0.56
1777,4844.86,0.89
1778,5609.93,0.11
1779,9496.56,0.69
1780,2282.40,0.57
1781,3928.60,0.82
1782,1506.64,0.51
1783,1364.50,0.44
1784,6590.44,0.79
1785,1801.84,0.14
1786,5205.54,0.58
1787,7041.00,0.18
1788,3703.59,0.36
1789,1943.55,0.29
1790,6190.93,0.19
1791,6405.26,0.65
1792,7352.75,0.65
1793,2782.87,0.96
1794,1982.90,0.83
1795,2183.64,0.38
1796,8315.43,0.60
1797,5410.05,0.42
1798,5007.74,0.62
1799,8015.41,0.56
1800,2723.59,0.54
1801,7351.70,0.43
1802,8668.68,0.95
1803,8545.59,0.87
1804,9215.27,0.72
1805,9601.02,0.34
1806,8671.42,0.13
1807,3832.49,0.97
1808,7605.24,0.44
1809,2836.14,0.89
1810,1745.60,0.40
1811,4247.49,0.36
1812,5622.46,0.50
1813,2791.84,0.41
1814,3249.54,0.90
1815,9034.31,0.82
1816,5525.80,0.99
1817,9845.04,0.85
1818,8546.16,0.18
1819,1244.63,0.10
1820,1435.21,0.60
1821,8128.67,0.63
1822,5453.57,0.69
1823,1851.04,0.77
1824,7726.88,0.55
1825,3402.98,0.66
1826,5813.85,0.33
1827,7437.17,0.68
1828,5769.02,0.50
1829,6778.00,0.30
1830,8947.71,0.76
1831,2279.40,0.44
1832,6569.50,0.38
1833,9186.03,0.39
1834,2246.26,0.31
1835,2184.44,0.57
1836,2995.66,0.39
1837,7356.07,0.14
1838,2055.48,0.13
1839,8269.36,0.86
1840,1835.88,0.63
1841,2416.69,0.36
1842,7869.05,0.16
1843,4353.46,0.42
1844,4232.62,0.67
1845,8319.35,0.51
1846,6861.98,0.42
1847,9338.85,0.21
1848,7226.42,0.58
1849,8816.76,0.86
1850,8406.06,0.55
1851,9279.72,0.45
1852,6087.27,0.33
1853,4089.23,0.75
1854,8710.26,0.85
1855,5904.09,0.13
1856,4487.85,0.37
1857,7502.82,0.25
1858,8802.24,0.35
1859,7123.11,0.32
1860,2984.01,0.57
1861,3651.40,0.61
1862,7968.08,0.87
1863,5876.41,0.89
1864,6772.79,0.77
1865,2941.12,0.18
1866,2265.64,0.68
1867,6827.59,0.35
1868,5418.39,0.76
1869,9146.78,0.54
1870,4504.83,1.00
1871,5934.19,0.86
1872,1962.90,0.38
1873,4559.86,0.81
1874,4752.18,0.17
1875,5162.78,0.70
1876,4949.23,0.63
1877,4841.47,0.32
1878,5544.00,0.59
1879,9056.20,0.34
1880,2950.28,0.28
1881,3896.97,0.14
1882,9810.71,0.27
1883,3698.04,0.83
1884,1683.54,0.78
1885,4635.70,0.46
1886,9876.39,0.49
1887,1233.39,0.15
1888,9129.45,0.44
1889,1494.77,0.35
1890,1559.34,0.49
1891,6772.32,0.19
1892,5533.60,0.77
1893,6916.74,0.74
1894,7572.36,0.38
1895,1284.72,0.63
1896,7535.37,0.99
1897,3100.95,0.84
1898,7951.22,0.45
1899,2317.03,0.17
1900,4398.01,0.34
1901,2251.31,0.19
1902,6902.09,0.65
1903,7201.82,0.86
1904,3837.89,0.64
1905,9913.05,0.16
1906,5926.52,0.19
1907,8792.89,0.91
1908,3975.82,0.73
1909,6868.00,0.36
1910,7468.63,0.97
1911,3401.25,0.87
1912,7425.61,0.50
1913,1113.25,0.43
1914,7531.82,0.23
1915,8052.69,0.39
1916,8245.73,0.50
1917,3289.05,0.15
1918,1806.53,0.38
1919,3990.05,0.45
1920,9951.80,0.29
1921,2315.40,0.89
1922,3069.66,0.75
1923,8711.59,0.39
1924,7148.02,0.54
1925,9993.59,0.72
1926,6928.54,0.31
1927,7844.88,0.23
1928,2173.99,0.95
1929,1918.09,0.32
1930,6531.28,0.60
1931,6846.42,0.26
1932,5460.60,0.84
1933,8737.93,0.77
1934,4070.74,0.86
1935,5403.82,0.71
1936,2600.39,0.29
1937,9143.55,0.44
1938,8404.67,0.93
1939,2114.22,0.74
1940,9827.06,0.19
1941,8815.45,0.26
1942,8698.04,0.86
1943,6453.10,0.59
1944,1288.53,0.44
1945,4899.07,0.94
1946,6122.54,0.75
1947,3547.30,0.89
1948,9200.42,0.68
1949,8746.91,0.98
1950,6320.30,0.63
1951,8670.05,0.52
1952,9054.25,0.50
1953,3212.79,0.87
1954,4799.09,0.40
1955,8110.58,0.38
1956,4988.52,0.42
1957,4944.28,0.90
1958,7165.85,0.63
1959,7475.90,0.80
1960,1341.36,0.19
1961,4452.05,0.74
1962,8378.71,0.80
1963,2002.70,0.23
1964,8483.06,0.95
1965,5796.98,0.50
1966,5549.18,0.12
1967,3176.92,0.70
1968,9245.68,0.59
1969,6435.51,0.46
1970,2032.20,0.97
1971,2037.45,0.68
1972,4800.14,0.91
1973,9367.49,0.67
1974,5696.32,0.24
1975,6398.65,0.73
1976,6985.33,0.97
1977,3150.65,0.69
1978,6010.51,0.71
1979,4910.62,0.35
1980,4736.08,0.95
1981,5603.09,0.50
1982,8050.86,0.51
1983,5604.73,0.72
1984,3348.94,0.16
1985,8607.33,0.84
1986,4874.61,0.84
1987,6357.68,0.43
1988,4558.56,0.81
1989,1790.10,0.44
1990,8738.89,0.47
1991,5754.59,0.98
1992,1952.13,0.35
1993,3220.94,0.58
1994,4269.91,0.41
1995,6067.14,0.31
1996,6374.09,0.19
1997,3188.56,0.70
1998,5042.92,0.31
1999,6981.90,0.87
2000,8437.02,0.18
2001,8326.83,0.99
2002,5321.22,0.79
2003,4284.00,0.57
2004,7416.41,0.51
2005,8797.36,0.12
2006,8171.34,0.93
2007,7660.97,0.58
2008,7964.16,0.43
2009,2555.77,0.56
2010,3421.66,0.91
2011,8301.83,0.97
2012,7251.79,0.68
2013,9143.69,0.47
2014,6403.21,0.93
2015,1072.52,0.83
2016,7171.62,0.73
2017,5205.79,0.27
2018,8433.07,0.22
2019,6738.44,0.83
2020,5319.47,0.92
2021,4176.18,0.91
2022,7027.33,0.45
2023,9321.55,0.73
2024,7739.33,0.67
2025,9292.95,0.20
2026,5507.14,0.13
2027,3431.87,0.21
2028,1435.18,0.26
2029,9897.81,0.29
2030,8388.73,0.69
2031,2639.11,0.55
2032,3295.65,0.33
2033,9236.68,0.49
2034,5360.46,0.17
2035,6601.09,0.29
2036,1262.58,0.41
2037,2429.46,0.46
2038,1789.17,0.90
2039,2518.17,0.24
2040,3241.07,0.68
2041,4341.33,0.72
2042,2493.52,0.48
2043,7593.37,0.33
2044,6916.60,0.19
2045,7763.03,0.48
2046,8220.08,0.31
2047,2652.46,0.61
2048,8859.66,0.65
2049,4291.76,0.65
2050,5285.99,0.85
2051,3868.77,0.15
2052,9558.37,0.57
2053,3196.17,0.35
2054,3717.65,0.28
2055,1449.37,1.00
2056,4535.79,0.21
2057,6830.33,0.22
2058,1421.60,0.30
2059,7571.92,0.87
2060,3917.61,0.94
2061,9933.84,0.41
2062,1356.23,0.54
2063,3508.88,0.20
2064,3736.29,0.72
2065,3450.27,0.73
2066,3989.54,0.87
2067,1838.17,0.22
2068,9789.99,0.16
2069,6031.69,0.58
2070,1364.07,0.74
2071,8904.70,0.33
2072,1425.74,0.76
2073,1820.11,0.51
2074,6681.01,0.15
2075,6277.40,0.31
2076,1503.14,0.38
2077,5842.39,0.36
2078,3255.48,0.78
2079,9469.73,0.80
2080,1818.12,0.80
2081,1813.57,0.23
2082,7661.92,0.66
2083,6095.51,0.80
2084,3036.54,0.36
2085,1301.93,0.23
2086,4580.17,0.55
2087,1519.73,0.62
2088,9961.13,0.80
2089,5696.87,0.31
2090,8127.61,0.76
2091,2503.38,0.85
2092,9109.58,0.60
2093,3742.71,0.36
2094,6545.11,0.34
2095,9100.09,0.59
2096,4670.03,0.54
2097,2857.31,0.33
2098,4218.95,0.66
2099,2534.08,0.56
2100,4739.50,0.18
2101,9815.58,1.00
2102,9679.03,0.83
2103,4057.65,0.49
2104,3074.22,0.55
2105,6389.16,0.34
2106,4763.87,0.45
2107,9222.41,0.93
2108,1279.84,0.61
2109,1924.56,0.54
2110,5597.99,0.31
2111,2949.72,0.57
2112,4873.14,0.16
2113,9647.34,0.12
2114,2802.79,0.33
2115,7742.51,0.45
2116,2934.62,0.34
2117,1226.93,0.87
2118,7676.77,0.37
2119,9906.67,0.39
2120,9245.37,0.27
2121,6496.63,0.29
2122,3551.80,0.10
2123,5429.11,0.44
2124,1318.95,0.46
2125,2287.09,0.63
2126,5985.52,0.50
2127,2511.24,0.84
2128,4893.47,0.63
2129,9544.51,0.10
2130,7459.15,0.51
2131,8105.79,0.19
2132,1566.84,0.86
2133,9893.59,0.46
2134,4919.43,0.35
2135,1520.20,0.45
2136,5344.31,0.73
2137,9184.06,0.30
2138,3781.71,0.23
2139,2384.13,0.99
2140,4787.90,0.11
2141,9224.49,0.75
2142,6005.97,0.95
2143,8328.17,0.79
2144,4324.69,0.61
2145,3047.74,0.62
2146,7202.55,0.13
2147,2008.20,0.90
2148,7891.15,0.64
2149,2847.63,0.78
2150,6812.39,0.29
2151,9639.82,0.57
2152,1355.42,0.56
2153,9733.19,0.92
2154,7793.02,0.34
2155,5685.22,0.38
2156,2704.10,0.92
2157,3832.78,0.55
2158,5944.59,0.42
2159,4993.97,0.23
2160,1515.84,0.95
2161,7719.94,0.23
2162,2976.59,0.41
2163,8465.20,0.60
2164,5455.72,0.46
2165,7199.80,0.32
2166,6108.16,0.42
2167,9189.42,0.52
2168,3497.18,0.12
2169,2399.03,0.40
2170,9352.91,0.30
2171,7689.02,0.98
2172,9503.79,0.13
2173,2878.16,0.76
2174,8436.73,0.44
2175,9232.95,0.95
2176,2331.95,0.31
2177,2253.06,0.30
2178,2595.58,0.57
2179,3221.24,0.48
2180,7881.70,0.62
2181,6518.19,0.78
2182,6239.16,0.76
2183,2063.59,0.40
2184,5200.02,0.75
2185,6301.92,0.28
2186,2402.77,0.90
2187,1274.62,0.62
2188,7404.15,0.31
2189,9941.74,0.51
2190,2640.08,0.82
2191,2436.80,0.88
2192,1845.50,0.90
2193,3407.37,0.89
2194,4388.38,0.36
2195,3325.20,0.82
2196,8896.91,0.48
2197,5705.84,0.27
2198,1521.62,0.27
2199,2212.21,0.97
2200,9653.03,0.81
2201,5753.15,0.46
2202,2768.91,0.77
2203,7551.42,0.65
2204,1653.82,0.27
2205,7631.51,0.13
2206,9553.27,0.23
2207,6015.13,0.15
2208,4378.70,0.72
2209,6636.75,0.32
2210,2210.62,0.42
2211,6714.92,0.59
2212,9920.49,0.90
2213,9592.67,0.86
2214,5919.34,0.54
2215,8316.38,0.89
2216,5001.36,0.62
2217,9114.20,0.14
2218,6111.35,0.70
2219,3477.39,0.30
2220,5449.25,0.49
2221,9209.82,0.28
2222,6771.63,0.55
2223,7348.59,0.81
2224,2045.14,0.30
2225,7299.39,0.67
2226,7410.33,0.40
2227,8397.44,0.27
2228,5648.46,0.95
2229,2890.41,0.69
2230,1580.57,0.37
2231,8965.14,0.54
2232,9552.42,0.14
2233,4634.71,0.52
2234,3750.70,0.16
2235,6581.23,0.32
2236,1865.29,0.66
2237,1139.45,0.85
2238,6167.98,0.21
2239,1060.61,0.12
2240,2758.39,0.14
2241,5781.25,0.33
2242,3351.61,0.16
2243,2876.62,0.63
2244,1411.42,0.99
2245,1541.13,0.91
2246,8832.05,0.13
2247,9548.07,0.98
2248,8828.33,0.93
2249,4450.33,0.75
2250,4234.66,0.19
2251,3459.40,0.79
2252,6903.22,0.13
2253,7219.97,0.62
2254,1549.63,0.11
2255,3478.77,0.29
2256,6698.71,0.28
2257,8848.91,0.51
2258,3081.46,0.28
2259,5964.77,0.13
2260,3109.53,0.48
2261,1174.75,0.46
2262,9616.22,0.43
2263,7718.30,0.21
2264,6225.39,0.70
2265,6698.23,0.53
2266,1561.04,0.15
2267,3263.61,0.29
2268,2530.36,0.97
2269,8338.64,0.11
2270,1109.70,0.86
2271,6098.60,0.58
2272,8353.20,0.27
2273,3090.61,0.71
2274,4505.43,0.31
2275,5843.76,0.67
2276,5382.56,0.51
2277,3426.77,0.28
2278,7721.19,0.86
2279,3640.71,0.51
2280,5066.70,0.68
2281,8634.55,0.98
2282,4651.55,0.47
2283,9863.31,0.31
2284,4616.39,0.53
2285,6257.77,0.83
2286,3680.03,0.28
2287,8170.56,0.50
2288,5095.03,0.25
2289,3159.61,0.19
2290,4597.62,0.88
2291,2889.18,0.77
2292,1759.64,0.75
2293,7172.15,0.98
2294,2725.69,0.40
2295,9953.71,0.85
2296,7808.15,0.51
2297,6885.28,0.41
2298,4525.69,0.41
2299,3036.22,0.73
2300,2402.90,0.54
2301,7577.63,0.69
2302,1339.36,0.88
2303,9861.98,0.40
2304,1927.78,0.70
2305,2171.28,0.14
2306,5118.09,0.45
2307,7365.38,0.77
2308,5741.71,0.52
2309,3113.96,0.63
2310,6694.76,0.90
2311,2980.75,0.33
2312,3281.22,0.61
2313,8398.81,0.26
2314,1680.44,0.19
2315,5678.57,0.71
2316,2421.04,0.70
2317,5841.41,0.39
2318,3611.64,0.51
2319,3056.91,0.75
2320,5865.73,0.12
2321,5213.31,0.94
2322,4724.91,0.14
2323,2557.98,0.61
2324,7393.55,0.95
2325,8607.13,0.83
2326,4483.06,0.41
2327,9115.96,0.81
2328,3930.83,0.38
2329,6137.95,0.58
2330,8814.55,0.46
2331,6955.59,0.30
2332,9314.14,0.20
2333,7121.55,0.22
2334,4138.16,0.17
2335,4810.33,0.43
2336,8105.12,0.47
2337,3562.97,0.37
2338,4040.62,0.54
2339,1328.57,0.16
2340,9583.45,0.36
2341,8553.69,0.74
2342,4366.12,0.80
2343,4570.66,0.85
2344,9336.54,0.22
2345,7898.45,0.13
2346,7653.88,0.83
2347,5555.19,0.79
2348,5490.75,0.37
2349,6918.21,0.30
2350,8209.60,0.81
2351,8596.20,0.56
2352,4259.99,0.58
2353,4584.04,0.51
2354,7393.38,0.71
2355,9382.86,0.38
2356,9922.77,0.13
2357,8182.68,0.97
2358,1184.20,0.90
2359,2969.44,0.65
2360,4192.27,0.31
2361,8509.93,0.49
2362,6743.66,0.35
2363,1956.76,0.88
2364,1710.31,0.20
2365,6436.18,0.97
2366,2532.95,0.27
2367,5993.96,0.79
2368,1186.50,0.13
2369,5319.68,0.71
2370,8102.23,0.71
2371,5955.67,0.86
2372,8390.98,0.73
2373,3411.23,0.91
2374,1491.65,0.84
2375,9163.38,0.51
2376,3070.24,0.73
2377,2090.15,0.96
2378,8625.28,0.27
2379,4355.30,0.32
2380,9646.30,0.50
2381,1960.77,0.59
2382,7559.06,0.83
2383,1534.72,0.63
2384,8509.44,0.36
2385,4960.92,0.16
2386,9595.90,0.92
2387,4542.73,0.76
2388,8974.50,0.91
2389,4547.53,0.23
2390,3057.20,0.87
2391,1942.97,0.58
2392,6966.28,0.63
2393,9955.00,0.83
2394,9339.96,0.87
2395,1019.05,0.46
2396,9400.20,0.86
2397,6395.28,0.61
2398,9389.95,0.59
2399,1744.34,0.65
2400,2380.82,0.93
2401,1581.64,0.43
2402,7720.46,0.62
2403,5898.93,0.84
2404,4227.75,0.70
2405,6648.63,0.60
2406,9607.51,0.18
2407,3078.86,0.21
2408,7433.13,0.75
2409,7311.11,0.94
2410,3813.94,0.76
2411,2984.49,0.52
2412,1474.40,0.38
